President Name,Speech Links
George Washington,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
John Adams,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
Thomas Jefferson,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
James Madison,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
James Monroe,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
John Quincy Adams,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
Andrew Jackson,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
Martin Van Buren,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
William Harrison,"['https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war', 'https://millercenter.org/the-presidency/presidential-speeches/february-7-2023-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/september-21-2022-speech-77th-session-united-nations-general', 'https://millercenter.org/the-presidency/presidential-speeches/september-1-2022-remarks-continued-battle-soul-nation', 'https://millercenter.org/the-presidency/presidential-speeches/may-24-2022-remarks-school-shooting-uvalde-texas', 'https://millercenter.org/the-presidency/presidential-speeches/march-26-2022-remarks-support-people-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/march-1-2022-state-union-address', 'https://millercenter.org/the-presidency/presidential-speeches/february-24-2022-remarks-russian-invasion-ukraine', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2022-remarks-anniversary-january-6th-assault-us', 'https://millercenter.org/the-presidency/presidential-speeches/november-15-2021-signing-infrastructure-investment-and-jobs', 'https://millercenter.org/the-presidency/presidential-speeches/september-9-2021-remarks-fighting-covid-19-pandemic', 'https://millercenter.org/the-presidency/presidential-speeches/august-26-2021-statement-terror-attacks-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/august-16-2021-remarks-situation-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/july-8-2021-speech-drawdown-us-forces-afghanistan', 'https://millercenter.org/the-presidency/presidential-speeches/june-1-2021-remarks-commemorating-100th-anniversary-tulsa-race', 'https://millercenter.org/the-presidency/presidential-speeches/april-28-2021-address-joint-session-congress', 'https://millercenter.org/the-presidency/presidential-speeches/march-31-2021-announcing-american-jobs-plan', 'https://millercenter.org/the-presidency/presidential-speeches/march-25-2021-first-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/march-11-2021-remarks-anniversary-coronavirus-shutdown', 'https://millercenter.org/the-presidency/presidential-speeches/january-20-2021-inaugural-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address', 'https://millercenter.org/the-presidency/presidential-speeches/january-13-2021-statement-about-violence-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-7-2021-message-after-pro-trump-mob-overruns-us-capitol', 'https://millercenter.org/the-presidency/presidential-speeches/january-6-2021-speech-urging-supporters-go-home', 'https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election', 'https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett', 'https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court', 'https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference', 'https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders', 'https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america', 'https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma', 'https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation']"
